LISTED_STOCKS,COMPANY,SECTOR,SUBSECTOR,YEAR,DATE,FS_YEAR,ASSETS,LIABILITIES,EQUITY,SALES,EBT,PROFIT_FOR_THE_PERIOD,PROFIT_ATTR_TO_OWNERS_ENTITY,EPS,BOOK_VALUE,PER,PBV,DER,ROA,ROE,NPM,Category
BIKA,Binakarya Jaya Abadi Tbk.,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,2401000000000.0,1731000000000.0,669000000000,631000000000.0,-77000000000.0,-78000000000.0,-23000000000.0,-39.0,1130.0,-10.55,0.36,2.59,-3.25,-11.65,-12.35,Not Overvalued
BIPP,Bhuwanatala Indah Permai Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,1648000000000.0,444000000000.0,1204000000000,114000000000.0,33000000000.0,27000000000.0,28000000000.0,6.0,258.0,14.47,0.34,0.37,1.65,2.26,23.91,Not Overvalued
BKDP,Bukit Darmo Property Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,785000000000.0,239000000000.0,546000000000,52000000000.0,-24000000000.0,-29000000000.0,-29000000000.0,-4.0,75.0,-18.68,0.99,0.44,-3.69,-5.3,-55.23,Not Overvalued
BKSL,Sentul City Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,11360000000000.0,4199000000000.0,7160000000000,1207000000000.0,562000000000.0,562000000000.0,564000000000.0,16.0,205.0,5.46,0.43,0.59,4.95,7.85,46.61,Not Overvalued
BSDE,Bumi Serpong Damai Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,38292000000000.0,13939000000000.0,24353000000000,6522000000000.0,2065000000000.0,2038000000000.0,1796000000000.0,93.0,1265.0,19.18,1.41,0.57,5.32,8.37,31.24,Not Overvalued
COWL,Cowell Development Tbk. *),"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,3493000000000.0,2293000000000.0,1200000000000,570000000000.0,13000000000.0,-23000000000.0,-23000000000.0,-5.0,246.0,-253.41,4.95,1.91,-0.67,-1.95,-4.11,Not Overvalued
CTRA,Ciputra Development Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,29072000000000.0,14774000000000.0,14298000000000,6739000000000.0,1501000000000.0,1171000000000.0,862000000000.0,46.0,770.0,27.57,1.66,1.03,4.03,8.19,17.37,Not Overvalued
DART,Duta Anggada Realty Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,6066000000000.0,2443000000000.0,3623000000000,755000000000.0,234000000000.0,192000000000.0,192000000000.0,61.0,1153.0,5.8,0.31,0.67,3.16,5.3,25.42,Not Overvalued
DILD,Intiland Development Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,11840000000000.0,6783000000000.0,5057000000000,2276000000000.0,407000000000.0,297000000000.0,299000000000.0,58.0,488.0,7.63,0.9,1.34,5.02,11.76,13.06,Not Overvalued
DMAS,Puradelta Lestari Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,7804000000000.0,415000000000.0,7388000000000,1594000000000.0,775000000000.0,758000000000.0,757000000000.0,16.0,153.0,15.28,1.57,0.06,9.71,10.25,47.53,Not Overvalued
DUTI,Duta Pertiwi Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,9692000000000.0,1899000000000.0,7793000000000,2019000000000.0,844000000000.0,841000000000.0,704000000000.0,380.0,4212.0,14.2,1.28,0.24,8.67,10.79,41.63,Not Overvalued
ELTY,Bakrieland Development Tbk.,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Sep-16,Dec,14611000000000.0,7458000000000.0,7152000000000,782000000000.0,23000000000.0,9000000000.0,8000000000.0,0.255,164.0,196.31,0.3,1.04,0.08,0.16,1.1,Not Overvalued
EMDE,Megapolitan Developments Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,1364000000000.0,676000000000.0,688000000000,330000000000.0,67000000000.0,65000000000.0,65000000000.0,20.0,205.0,12.81,1.22,0.98,4.8,9.52,19.81,Not Overvalued
FMII,Fortune Mate Indonesia Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,772000000000.0,99000000000.0,673000000000,402000000000.0,297000000000.0,277000000000.0,251000000000.0,92.0,247.0,6.67,2.49,0.15,35.89,41.16,68.87,Not Overvalued
FORZ,Industri dan Perdagangan Bintraco Dharma Tbk.,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,428000000000.0,323000000000.0,105000000000,99000000000.0,8000000000.0,8000000000.0,8000000000.0,5.0,67.0,65.94,4.92,3.08,1.83,7.46,7.91,Not Overvalued
GAMA,Gading Development Tbk. [S] *),"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,1345000000000.0,247000000000.0,1098000000000,54000000000.0,1000000000.0,1000000000.0,1000000000.0,0.113,110.0,443.47,0.46,0.23,0.08,0.1,2.07,Overvalued
GMTD,Gowa Makassar Tourism Development Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,1229000000000.0,590000000000.0,639000000000,290000000000.0,88000000000.0,87000000000.0,87000000000.0,856.0,6291.0,7.24,0.99,0.92,7.07,13.61,29.97,Not Overvalued
GPRA,Perdana Gapuraprima Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,1569000000000.0,559000000000.0,1010000000000,429000000000.0,47000000000.0,47000000000.0,44000000000.0,10.0,236.0,10.81,0.47,0.55,2.99,4.65,10.95,Not Overvalued
GWSA,Greenwood Sejahtera Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,6963000000000.0,478000000000.0,6485000000000,141000000000.0,215000000000.0,210000000000.0,208000000000.0,27.0,831.0,5.18,0.17,0.07,3.02,3.24,148.58,Not Overvalued
JRPT,Jaya Real Property Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,8484000000000.0,3578000000000.0,4906000000000,2381000000000.0,1027000000000.0,1018000000000.0,1011000000000.0,73.0,357.0,12.25,2.52,0.73,12.0,20.75,42.75,Not Overvalued
KIJA,Kawasan Industri Jababeka Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,10734000000000.0,5095000000000.0,5638000000000,2931000000000.0,512000000000.0,427000000000.0,437000000000.0,21.0,273.0,15.62,1.21,0.9,3.97,7.56,14.55,Not Overvalued
LAMI,Lamicitra Nusantara Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,654000000000.0,84000000000.0,570000000000,96000000000.0,20000000000.0,19000000000.0,21000000000.0,18.0,497.0,20.36,0.74,0.15,2.88,3.31,19.71,Not Overvalued
LCGP,Eureka Prima Jakarta Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Sep-16,Dec,1687000000000.0,72000000000.0,1615000000000,27000000000.0,-2000000000.0,-4000000000.0,-5000000000.0,-1.0,287.0,-86.88,0.35,0.04,-0.3,-0.31,-14.18,Not Overvalued
LPCK,Lippo Cikarang Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,5653000000000.0,1410000000000.0,4243000000000,1545000000000.0,550000000000.0,540000000000.0,540000000000.0,776.0,6096.0,5.78,0.73,0.33,9.55,12.72,34.94,Not Overvalued
LPKR,Lippo Karawaci Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,45604000000000.0,23529000000000.0,22075000000000,10538000000000.0,1558000000000.0,1227000000000.0,882000000000.0,38.0,957.0,20.66,0.83,1.07,2.69,5.56,11.65,Not Overvalued
MDLN,Modernland Realty Tbk.,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,14540000000000.0,7945000000000.0,6595000000000,2465000000000.0,662000000000.0,501000000000.0,501000000000.0,40.0,526.0,7.05,0.54,1.2,3.45,7.6,20.34,Not Overvalued
MKPI,Metropolitan Kentjana Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,6612000000000.0,2897000000000.0,3715000000000,2565000000000.0,1392000000000.0,1199000000000.0,1199000000000.0,1265.0,3918.0,21.11,6.81,0.78,18.14,32.29,46.76,Not Overvalued
MMLP,Mega Manunggal Property Tbk.,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,3966000000000.0,682000000000.0,3284000000000,175000000000.0,399000000000.0,399000000000.0,342000000000.0,60.0,575.0,9.69,1.01,0.21,10.07,12.16,227.7,Not Overvalued
MTLA,Metropolitan Land Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,3933000000000.0,1430000000000.0,2502000000000,1143000000000.0,385000000000.0,317000000000.0,271000000000.0,35.0,327.0,9.2,1.0,0.57,8.05,12.65,27.68,Not Overvalued
MTSM,Metro Realty Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,85000000000.0,10000000000.0,75000000000,25000000000.0,-606000000.0,-2000000000.0,-2000000000.0,-10.0,321.0,-27.79,0.88,0.13,-2.79,-3.16,-9.53,Not Overvalued
MYRX,Hanson International Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,8410000000000.0,2396000000000.0,6014000000000,740000000000.0,105000000000.0,68000000000.0,71000000000.0,0.898,76.0,154.72,1.82,0.4,0.81,1.13,9.2,Not Overvalued
MYRXP,Hanson International (Seri B) Tbk.,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,8410000000000.0,2396000000000.0,6014000000000,740000000000.0,105000000000.0,68000000000.0,71000000000.0,63.0,5365.0,0.79,0.00932,0.4,0.81,1.13,9.2,Not Overvalued
NIRO,Nirvana Development Tbk.,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,3792000000000.0,818000000000.0,2974000000000,264000000000.0,-9000000000.0,-31000000000.0,-37000000000.0,-2.0,134.0,-47.11,0.59,0.28,-0.83,-1.05,-11.89,Not Overvalued
OMRE,Indonesia Prima Property Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,4265000000000.0,147000000000.0,4118000000000,242000000000.0,316000000000.0,318000000000.0,321000000000.0,184.0,2360.0,1.96,0.15,0.04,7.47,7.73,131.44,Not Overvalued
PLIN,Plaza Indonesia Realty Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,4587000000000.0,2301000000000.0,2285000000000,1659000000000.0,398000000000.0,726000000000.0,714000000000.0,201.0,644.0,18.66,5.83,1.01,15.82,31.75,43.73,Not Overvalued
PPRO,PP Properti Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,8826000000000.0,5858000000000.0,2968000000000,2150000000000.0,368000000000.0,365000000000.0,365000000000.0,6.0,48.0,44.56,5.49,1.97,4.14,12.31,16.99,Not Overvalued
PWON,Pakuwon Jati Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,20674000000000.0,9654000000000.0,11020000000000,4841000000000.0,1732000000000.0,1780000000000.0,1671000000000.0,35.0,229.0,18.02,2.73,0.88,8.61,16.16,36.77,Not Overvalued
RBMS,Ristia Bintang Mahkotasejati Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,167000000000.0,6000000000.0,162000000000,18000000000.0,-6000000000.0,-7000000000.0,-7000000000.0,-21.0,495.0,-4.87,0.2,0.03,-4.01,-4.15,-37.41,Not Overvalued
RDTX,Roda Vivatex Tbk.,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,2102000000000.0,273000000000.0,1828000000000,407000000000.0,257000000000.0,260000000000.0,260000000000.0,967.0,6802.0,7.03,1.0,0.15,12.37,14.22,63.9,Not Overvalued
RODA,Pikko Land Development Tbk. [S] *),"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,3429000000000.0,662000000000.0,2766000000000,514000000000.0,64000000000.0,61000000000.0,702000000.0,0.052,204.0,3951.03,1.0,0.24,1.78,2.21,11.89,Overvalued
SCBD,Danayasa Arthatama Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,5714000000000.0,1592000000000.0,4122000000000,1043000000000.0,171000000000.0,336000000000.0,47000000000.0,14.0,1241.0,153.9,1.77,0.39,5.88,8.15,32.21,Not Overvalued
SMDM,Suryamas Dutamakmur Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,3099000000000.0,623000000000.0,2476000000000,495000000000.0,38000000000.0,20000000000.0,16000000000.0,3.42,519.0,32.16,0.21,0.25,0.66,0.83,4.13,Not Overvalued
SMRA,Summarecon Agung Tbk. [S],"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,20810000000000.0,12645000000000.0,8166000000000,5398000000000.0,878000000000.0,605000000000.0,312000000000.0,22.0,566.0,62.95,2.4,1.55,2.91,7.41,11.21,Not Overvalued
TARA,Sitara Propertindo Tbk. [S] *),"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",PROPERTY AND REAL ESTATE,Year 2016,Dec-16,Dec,1218000000000.0,166000000000.0,1052000000000,51000000000.0,3000000000.0,3000000000.0,4000000000.0,0.374,105.0,1765.42,6.31,0.16,0.24,0.27,5.66,Overvalued
ABBA,Mahaka Media Tbk. [S],"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,428000000000.0,268000000000.0,159000000000,290000000000.0,-39000000000.0,-42000000000.0,-41000000000.0,-15.0,58.0,-3.39,0.86,1.68,-9.9,-26.58,-14.59,Not Overvalued
BLTZ,Graha Layar Prima Tbk. [S] *),"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,1300000000000.0,188000000000.0,1112000000000,575000000000.0,-15000000000.0,-15000000000.0,-16000000000.0,-35.0,2545.0,-279.07,3.89,0.17,-1.19,-1.39,-2.7,Not Overvalued
EMTK,Elang Mahkota Teknologi Tbk.,"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,20376000000000.0,4571000000000.0,15806000000000,7369000000000.0,1355000000000.0,893000000000.0,385000000000.0,68.0,2802.0,146.45,3.57,0.29,4.38,5.65,12.12,Overvalued
FORU,Fortune Indonesia Tbk.,"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,258000000000.0,131000000000.0,127000000000,354000000000.0,-2000000000.0,-6000000000.0,-6000000000.0,-13.0,273.0,-16.6,0.81,1.03,-2.37,-4.82,-1.73,Not Overvalued
JTPE,Jasuindo Tiga Perkasa Tbk. [S],"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,1052000000000.0,498000000000.0,554000000000,1116000000000.0,99000000000.0,80000000000.0,78000000000.0,45.0,323.0,9.09,1.27,0.9,7.56,14.37,7.13,Overvalued
KBLV,First Media Tbk. [S],"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,12780000000000.0,5540000000000.0,7239000000000,1308000000000.0,-1672000000000.0,-1587000000000.0,-795000000000.0,-456.0,4155.0,-2.74,0.3,0.77,-12.42,-21.93,-121.33,Not Overvalued
LINK,Link Net Tbk. [S],"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,5055000000000.0,1092000000000.0,3963000000000,2954000000000.0,1089000000000.0,819000000000.0,819000000000.0,269.0,1303.0,20.07,4.15,0.28,16.19,20.65,27.71,Overvalued
LPLI,Star Pacific Tbk.,"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,2108000000000.0,328000000000.0,1779000000000,86000000000.0,-206000000000.0,-213000000000.0,-213000000000.0,-182.0,1520.0,-1.09,0.13,0.18,-10.11,-11.97,-247.24,Not Overvalued
MARI,Mahaka Radio Integra Tbk.,"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,211000000000.0,36000000000.0,175000000000,112000000000.0,58000000000.0,43000000000.0,43000000000.0,81.0,334.0,14.86,3.61,0.2,20.2,24.31,38.15,Overvalued
MDIA,Intermedia Capital Tbk. [S],"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,2973000000000.0,754000000000.0,2219000000000,1757000000000.0,777000000000.0,650000000000.0,646000000000.0,165.0,566.0,11.54,3.36,0.34,21.86,29.29,36.99,Overvalued
MNCN,Media Nusantara Citra Tbk.,"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,14240000000000.0,4753000000000.0,9487000000000,6730000000000.0,2153000000000.0,1483000000000.0,1369000000000.0,96.0,665.0,19.04,2.75,0.5,10.41,15.63,22.03,Overvalued
MSKY,MNC Sky Vision Tbk.,"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,5349000000000.0,4079000000000.0,1269000000000,3000000000000.0,-255000000000.0,-197000000000.0,-197000000000.0,-127.0,817.0,-8.03,1.25,3.21,-3.69,-15.55,-6.58,Not Overvalued
SCMA,Surya Citra Media Tbk.,"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,4821000000000.0,1115000000000.0,3705000000000,4524000000000.0,2021000000000.0,1511000000000.0,1501000000000.0,103.0,253.0,27.86,11.29,0.3,31.35,40.78,33.4,Overvalued
TMPO,Tempo Inti Media Tbk. [S],"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,341000000000.0,204000000000.0,138000000000,232000000000.0,-19000000000.0,-14000000000.0,-14000000000.0,-19.0,190.0,-7.69,0.76,1.48,-3.98,-9.86,-5.86,Not Overvalued
VIVA,Visi Media Asia Tbk.,"TRADE, SERVICES & INVESTMENT","ADVERTISING, PRINTING AND MEDIA",Year 2016,Dec-16,Dec,6837000000000.0,4209000000000.0,2627000000000,2686000000000.0,644000000000.0,477000000000.0,409000000000.0,25.0,160.0,16.04,2.49,1.6,6.98,18.16,17.76,Overvalued
ASGR,Astra Graphia Tbk. [S],"TRADE, SERVICES & INVESTMENT",COMPUTER AND SERVICES,Year 2016,Dec-16,Dec,1723000000000.0,557000000000.0,1166000000000,2713000000000.0,340000000000.0,255000000000.0,255000000000.0,189.0,865.0,10.02,2.19,0.48,14.8,21.87,9.4,Overvalued
ATIC,Anabatic Technologies Tbk. [S],"TRADE, SERVICES & INVESTMENT",COMPUTER AND SERVICES,Year 2016,Dec-16,Dec,2660000000000.0,1902000000000.0,758000000000,4127000000000.0,106000000000.0,73000000000.0,40000000000.0,21.0,404.0,33.12,1.76,2.51,2.75,9.66,1.77,Overvalued
DNET,Indoritel Makmur Internasional Tbk. [S],"TRADE, SERVICES & INVESTMENT",COMPUTER AND SERVICES,Year 2016,Dec-16,Dec,8335000000000.0,106000000000.0,8229000000000,23000000000.0,401000000000.0,398000000000.0,411000000000.0,29.0,580.0,87.69,4.38,0.01,4.78,4.84,1756.86,Overvalued
LMAS,Limas Indonesia Makmur Tbk.,"TRADE, SERVICES & INVESTMENT",COMPUTER AND SERVICES,Year 2016,Dec-16,Dec,479000000000.0,355000000000.0,124000000000,208000000000.0,7000000000.0,3000000000.0,989000000.0,1.0,158.0,61.33,0.49,2.85,0.66,2.53,1.51,Overvalued
MLPT,Multipolar Technology Tbk. [S],"TRADE, SERVICES & INVESTMENT",COMPUTER AND SERVICES,Year 2016,Dec-16,Dec,1780000000000.0,958000000000.0,822000000000,1928000000000.0,176000000000.0,130000000000.0,148000000000.0,79.0,439.0,12.57,2.26,1.16,7.31,15.83,6.75,Overvalued
MTDL,Metrodata Electronics Tbk. [S],"TRADE, SERVICES & INVESTMENT",COMPUTER AND SERVICES,Year 2016,Dec-16,Dec,3876000000000.0,2027000000000.0,1849000000000,10048000000000.0,429000000000.0,323000000000.0,221000000000.0,93.0,778.0,7.05,0.84,1.1,8.33,17.46,3.21,Overvalued
MIKA,Mitra Keluarga Karyasehat Tbk. [S],"TRADE, SERVICES & INVESTMENT",HEALTHCARE,Year 2016,Dec-16,Dec,4176000000000.0,540000000000.0,3636000000000,2435000000000.0,896000000000.0,721000000000.0,695000000000.0,48.0,250.0,53.14,10.16,0.15,17.26,19.82,29.59,Overvalued
PRDA,Prodia Widyahusada Tbk.,"TRADE, SERVICES & INVESTMENT",HEALTHCARE,Year 2016,Dec-16,Dec,1824000000000.0,557000000000.0,1267000000000,1359000000000.0,120000000000.0,88000000000.0,88000000000.0,94.0,1352.0,49.04,3.41,0.44,4.83,6.95,6.49,Overvalued
SAME,Sarana Meditama Metropolitan Tbk. [S] *),"TRADE, SERVICES & INVESTMENT",HEALTHCARE,Year 2016,Dec-16,Dec,1452000000000.0,601000000000.0,851000000000,635000000000.0,27000000000.0,15000000000.0,15000000000.0,13.0,721.0,208.16,3.62,0.71,1.02,1.74,2.33,Overvalued
SILO,Siloam International Hospitals Tbk. [S],"TRADE, SERVICES & INVESTMENT",HEALTHCARE,Year 2016,Dec-16,Dec,4216000000000.0,1087000000000.0,3129000000000,5168000000000.0,172000000000.0,99000000000.0,86000000000.0,66.0,2406.0,207.43,5.69,0.35,2.34,3.15,1.91,Overvalued
SRAJ,Sejahteraraya Anugrahjaya Tbk. [S],"TRADE, SERVICES & INVESTMENT",HEALTHCARE,Year 2016,Dec-16,Dec,2304000000000.0,580000000000.0,1724000000000,576000000000.0,-114000000000.0,-98000000000.0,-97000000000.0,-9.0,158.0,-25.15,1.42,0.34,-4.23,-5.66,-16.92,Not Overvalued
ABMM,ABM Investama Tbk.,"TRADE, SERVICES & INVESTMENT",INVESTMENT COMPANY,Year 2016,Dec-16,Dec,14419000000000.0,12280000000000.0,2139000000000,7937000000000.0,199000000000.0,93000000000.0,170000000000.0,62.0,777.0,37.94,3.01,5.74,0.64,4.34,1.17,Overvalued
BHIT,MNC Investama Tbk.,"TRADE, SERVICES & INVESTMENT",INVESTMENT COMPANY,Year 2016,Dec-16,Dec,55293000000000.0,31129000000000.0,24163000000000,12895000000000.0,1599000000000.0,848000000000.0,233000000000.0,5.0,503.0,24.76,0.24,1.29,1.53,3.51,6.58,Overvalued
BMTR,Global Mediacom Tbk. [S],"TRADE, SERVICES & INVESTMENT",INVESTMENT COMPANY,Year 2016,Dec-16,Dec,24624000000000.0,10712000000000.0,13912000000000,10460000000000.0,1412000000000.0,787000000000.0,204000000000.0,14.0,980.0,37.25,0.55,0.77,3.19,5.65,7.52,Overvalued
BRMS,Bumi Resources Minerals Tbk. [S],"TRADE, SERVICES & INVESTMENT",INVESTMENT COMPANY,Year 2016,Dec-16,Dec,14452000000000.0,5883000000000.0,8568000000000,29000000000.0,-6931000000000.0,-6167000000000.0,-4238000000000.0,-166.0,335.0,-0.46,0.23,0.69,-42.67,-71.97,-21128.0,Not Overvalued
MLPL,Multipolar Tbk. [S],"TRADE, SERVICES & INVESTMENT",INVESTMENT COMPANY,Year 2016,Dec-16,Dec,24123000000000.0,14758000000000.0,9364000000000,17814000000000.0,542000000000.0,312000000000.0,244000000000.0,24.0,930.0,13.14,0.34,1.58,1.29,3.34,1.75,Overvalued
PLAS,Polaris Investama Tbk.,"TRADE, SERVICES & INVESTMENT",INVESTMENT COMPANY,Year 2016,Dec-16,Dec,354000000000.0,146000000000.0,208000000000,37000000000.0,-19000000000.0,-19000000000.0,-16000000000.0,-14.0,175.0,-3.65,0.29,0.7,-5.5,-9.36,-52.08,Not Overvalued
POOL,Pool Advista Indonesia Tbk. *),"TRADE, SERVICES & INVESTMENT",INVESTMENT COMPANY,Year 2016,Dec-16,Dec,611000000000.0,65000000000.0,545000000000,-13000000000.0,55000000000.0,19000000000.0,19000000000.0,8.0,242.0,255.92,8.75,0.12,3.04,3.41,-138.36,Overvalued
SRTG,Saratoga Investama Sedaya Tbk. [S],"TRADE, SERVICES & INVESTMENT",INVESTMENT COMPANY,Year 2016,Dec-16,Dec,25144000000000.0,5778000000000.0,19367000000000,885000000.0,6585000000000.0,5703000000000.0,5670000000000.0,2090.0,7139.0,1.68,0.49,0.3,22.68,29.45,644454.8,Not Overvalued
DYAN,Dyandra Media International Tbk. [S],"TRADE, SERVICES & INVESTMENT",OTHERS,Year 2016,Dec-16,Dec,1538000000000.0,749000000000.0,789000000000,899000000000.0,-55000000000.0,-62000000000.0,-60000000000.0,-14.0,185.0,-4.38,0.33,0.95,-4.0,-7.8,-6.85,Not Overvalued
GEMA,Gema Grahasarana Tbk. [S],"TRADE, SERVICES & INVESTMENT",OTHERS,Year 2016,Dec-16,Dec,681000000000.0,286000000000.0,395000000000,943000000000.0,53000000000.0,31000000000.0,31000000000.0,96.0,1236.0,5.26,0.41,0.72,4.51,7.77,3.26,Not Overvalued
